\hline
 bin             &  Charge misid.   &   $t\bar{t}$VV   &    X+$\gamma$    &   $t\bar{t}Z$    &       Rare       &   $t\bar{t}H$    &    $t\bar{t}W$    &  Nonprompt lep.   &     Total bkg     &       Data        &     Data/bkg    \\ \hline
\hline
 [430.0-440.0]   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.00 +- 0.00   &   0.01 +- 0.01   &    0.09 +- 0.02   &    0.01 +- 0.01   &    0.12 +- 0.03   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [440.0-450.0]   &   0.00 +- 0.00   &   0.01 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.01   &   0.00 +- 0.00   &   0.00 +- 0.00   &    0.06 +- 0.02   &    0.00 +- 0.00   &    0.07 +- 0.02   &    1.00 +- 1.00   &  14.12 +-14.90  \\ \hline
 [450.0-460.0]   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.02 +- 0.01   &   0.06 +- 0.05   &   0.01 +- 0.00   &    0.06 +- 0.02   &    0.00 +- 0.00   &    0.15 +- 0.06   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [460.0-470.0]   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.02 +- 0.03   &   0.01 +- 0.00   &    0.05 +- 0.02   &    0.00 +- 0.00   &    0.09 +- 0.03   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [470.0-480.0]   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.01 +- 0.00   &    0.03 +- 0.02   &    0.03 +- 0.04   &    0.07 +- 0.04   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [480.0-490.0]   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.01   &   0.00 +- 0.00   &   0.00 +- 0.00   &    0.02 +- 0.02   &    0.00 +- 0.00   &    0.02 +- 0.02   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [490.0-500.0]   &   0.00 +- 0.00   &   0.02 +- 0.01   &   0.00 +- 0.00   &   0.02 +- 0.01   &   0.09 +- 0.06   &   0.06 +- 0.01   &    0.41 +- 0.06   &    0.08 +- 0.06   &    0.68 +- 0.11   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
\hline
 total           &   0.00 +- 0.00   &   6.39 +- 0.14   &  23.17 +- 6.31   &  26.36 +- 0.58   &  34.14 +- 5.43   &  39.94 +- 0.27   &  118.25 +- 1.02   &  253.55 +-37.06   &  501.79 +-38.00   &  678.00 +-26.04   &   1.35 +- 0.11  \\ \hline

